Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,HENS,HEENASPECIAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HEN-SP,HEENASUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HEN-2,HEENA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HEER,HEER,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HIF,HIFASHION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HIRA,HIRAMOTI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HUM,HUMTUM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INB,INDIABEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INB_S,INDIANBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDH,INDIANHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDH-SP,INDIANHANDLOOMSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDI,INDIANIDOL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,IND,INDIGO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF,INDIGOFASHION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-2L,INDIGOFASHIONSTICHED-2L,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-L,INDIGOFASHIONSTICH-L,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-XL,INDIGOFASHIONSTICH-XL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-2,INDIGOFASHION-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-2SP,INDIGOFASHION-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INDF-3,INDIGOFASHION-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,IND-2,INDIGO-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,IND-2SP,INDIGO-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,IND-3,INDIGO-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,INF,INFINITY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAD,JADOO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JALE,JALEBI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JALP,JALPARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JALP-2,JALPARI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JALP-3,JALPARI-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAL,JALSA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAM,JAMDANI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAN,JANNAT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JANV,JANVI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JEWSP,JAQUARDSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAS,JASHN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JAS-2,JASHN-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JASM,JASMINE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JEW,JEQUARDPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JES,JESSICA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JHAN,JHANKAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JHOM,JHOOMAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JING,JINGLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JIN,JINGLEBELL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JOD,JODHPURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JOYD,JOYDELUX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JOYD-SP,JOYDLXSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JOYD-2,JOYDLX-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JOYD-3,JOYDLX-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JYOT,JYOTI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,JYO,JYOTSNA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAB,KAABIL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAV,KAAVIYA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAH,KAHANI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAHD,KAHANIDLX.,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAH-2,KAHANI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAJ-SP,KAJARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KALMH,KALAMKARIHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KALMP,KALAMKARIPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KALMPSP,KALAMKARIPATIALASUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL,KALPANA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KALD,KALPANADLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-10,KALPANA-10,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-10D,KALPANA-10DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-11,KALPANA-11,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-11D,KALPANA-11DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-12,KALPANA-12,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-12D,KALPANA-12DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-13,KALPANA-13,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-13D,KALPANA-13DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-14,KALPANA-14,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-14D,KALPANA-14DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-15,KALPANA-15,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-15D,KALPANA-15DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-7,KALPANA-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-7D,KALPANA-7DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-8,KALPANA-8,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-8D,KALPANA-8DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-9,KALPANA-9,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAL-9D,KALPANA-9DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAN,KANGANA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAR,KAREENA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAS,KASHISH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAS-2,KASHISH-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAS-3,KASHISH-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KASH-P,KASHMIRPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KASH,KASHMIRSPECIAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KASQ,KASHMIRIQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KASQ-2,KASHMIRIQUEEN-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KAST,KASTURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KASTB,KASTURIBOOKFOLD,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES,KESAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-2,KESAR-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-3,KESAR-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-4,KESAR-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-5,KESAR-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-6,KESAR-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KES-7,KESAR-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KHAD,KHADI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KHA,KHAWAISH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KHU,KHUSBOO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KHUS,KHUSHI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KIR,KIRTI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KOY,KOYAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KOY-2,KOYAL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KOY-3,KOYAL-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KRI,KRISHNAKALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,KURS,KURTISAMPLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LAL,LALPARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LAL-2,LALPARI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LAL-3,LALPARI-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIFE,LIFESTYLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIFE-2,LIFESTYLE-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIME,LIMELIGHT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIME-2,LIMELIGHT-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIME-3,LIMELIGHT-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIME-4,LIMELIGHT-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LIME-5,LIMELIGHT-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LINH,LINENHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LONP,LONDONPARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LONG,LONGSTORY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LUCP,LUCKHNOWIPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LUC-SP,LUCKHNOWISUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,LUCP-2,LUCKNOWIPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAHK,MAAHEK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MADHU,MADHUBALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MADHU-2,MADHUBALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAD,MADHURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MADS,MADHURISPL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAH,MAHEK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAH-P,MAHEKPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAH-SP,MAHEKSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MANC,MANCHALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MANC-2,MANCHALI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MANT,MANNAT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAN,MANPASAND,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MANS,MANSI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MARI,MARIGOLD,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MARI-2,MARIGOLD-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MASK,MASAKKALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MASK-2,MASSAKALI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAST,MASTANI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MAU,MAUSAM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUH,MINUHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MJAI,MINUJAIPURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MJAIB,MINUJAIPURIBOOKFOLD,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MKALM,MINUKALAMKARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MKALM-2,MINUKALAMKARI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUL,MINULAWN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINU-P,MINUPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUP-2,MINUPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUP-3,MINUPATIALA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUP-4,MINUPATIALA-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,M ROY,MINUROYAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIG,MINUSIGNATURE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIGSP,MINUSIGNATURESUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIG-2,MINUSIGNATURE-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIG-2SP,MINUSIGNATURE-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIG-3,MINUSIGNATURE-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,SIG-8SP,MINUSIGNATURE-8SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUS,MINUSTYLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MINUSP-2,MINUSUPERPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MTAS,MINUTASSAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MISS,MISSINDIA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MISW,MISSWORLD,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MOH,MOHABATTIEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MONA,MONALISA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MOON,MOONLIGHT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MOON-2,MOONLIGHT-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUB,MUBARAK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMB,MUMBAIBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMQ,MUMBAIQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMTAZ,MUMTAZ,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUM,MUMTAZSPECIAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMTAZ-2,MUMTAZ-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMTAZ-3,MUMTAZ-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMTAZ-4,MUMTAZ-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUMTAZ-4SP,MUMTAZ-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUN,MUNMUN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUSKAN,MUSKAN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MUSP,MUSKANPRINT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MYR,MYRA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,MYS,MYRASUPER,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NAG,NAGMA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NAT,NATASHA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NAZI,NAZIA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NECK,NECKLACE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NEW,NEWLOOK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NEW-2,NEWLOOK-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NEW-3,NEWLOOK-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NEWS,NEWSUPREME,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NEE,NILIMA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,NUS,NUSRAT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ORN,ORANGE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ORNW,ORANGE(WITHOUTDUPPATTA),,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ORN-P,ORANGEPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ORB,ORISSABEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,OSC,OSCAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,OUT,OUTLOOK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAGE-3,PAGE-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAKP,PAKISTANIPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAKSP,PAKISTANISUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PALAK,PALAK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PALAKSP,PALAKSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PALA,PALAZOLIFESTYLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL,PALKI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PALD,PALKIDLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-2D,PALKI-2DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-3D,PALKI-3DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-4D,PALKI-4DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-4P,PALKI-4PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-4SP,PALKI-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-5D,PALKI-5DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-5P,PALKI-5PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-5SP,PALKI-5SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-6D,PALKI-6DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAL-7D,PALKI-7DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PALP,PALPALIBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PANK,PANKH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAN-SP,PANKHSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAN,PANKHURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARI-E,PARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARI,PARIEMB.,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARN,PARINEETA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO,PARO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO-CR,PAROCREATIVE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAROI,PAROINNOVATIVE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO-K,PAROKALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO-2,PARO-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO-3,PARO-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARO-E,PARO-EXCLUSIVE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PARTY,PARTYWEAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASP,PASTALBEAUTYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASSP,PASTALBEAUTYSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-2,PASTALBEAUTY-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-3P,PASTALBEAUTY-3PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-3SP,PASTALBEAUTY-3SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASQ,PASTALQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS,PASTELBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-3,PASTELBEAUTY-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-4,PASTELBEAUTY-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-4P,PASTELBEAUTY-4PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-4SP,PASTELBEAUTY-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-5,PASTELBEAUTY-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PAS-6,PASTELBEAUTY-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASH,PASTELHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASTP,PASTELPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASTP-3,PASTELPATIALA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PASTP-2,PASTELPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATB,PATIALABONANZA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATB-2,PATIALABONANZA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATB-3,PATIALABONANZA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATBD,PATIALABUTTOM&DUPATTA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH,PATIALAHOUSE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-10,PATIALAHOUSE-10,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-2,PATIALAHOUSE-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-3,PATIALAHOUSE-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-4,PATIALAHOUSE-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-5,PATIALAHOUSE-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-6,PATIALAHOUSE-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-7,PATIALAHOUSE-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-7SP,PATIALAHOUSE-7SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-8,PATIALAHOUSE-8,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-8SP,PATIALAHOUSE-8SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-9,PATIALAHOUSE-9,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATJ,PATIALAJAIPURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PM,PATIALAMIX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PATH-9SP,PATILAHOUSE-9SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PEA,PEACOCK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL,PEARL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-SP,PEARLSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-2,PEARL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-2P,PEARL-2PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-2SP,PEARL-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-3,PEARL-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-4,PEARL-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PRL-4SP,PEARL-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PHI,PHILLAURI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PHI-2,PHILLAURI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PHI-3,PHILLAURI-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PHUL,PHULPARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PICH,PICHKARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PICH-2,PICHKARI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PICH-3,PICHKARI-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIHU,PIHU,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU,PIKU,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-2,PIKU-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-3,PIKU-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-3SP,PIKU-3SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-4,PIKU-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-4SP,PIKU-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-5,PIKU-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-6,PIKU-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-6SP,PIKU-6SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-7,PIKU-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-8A,PIKU-8,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIKU-8SP,PIKU-8SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PINK,PINK,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PINK-2,PINK-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PINK-2P,PINK-2PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PINK-2SP,PINK-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PINK-3,PINK-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIY,PIYALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,PIY-2,PIYALI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
