Customer Code,Name ,April,April Achv.,May,May Achv.,June,June Achv.,July,July Achv.,August,August Achv.,September,September Achv.,October,October Achv.,November,November Achv.,December,December Achv.,January,January Achv.,February,February Achv.,March,March Achv.
SDNE02935,BORTHAKUR HARDWARE (RSSB216),18,0,18,310,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE02937,BORAH ENTERPRISE (RSSB147),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE02938,GOGOI HARDWARE (ANADA) (RSSG051),25,0,25,550,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE02939,BAJARANG TRADERS (RSSB119),15,0,15,130,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE02941,MAA STORE (KISHORE) (RSSM167),15,0,15,205,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE02942,MAA LAXMI HARDWARE (RATUL) (RSSM166),30,0,30,600,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE02948,TANTI HARDWARE STORES (RSST041),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE02953,HAZARIKA HARDWARE STORE (RSSH029),15,0,15,50,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE02956,SUMIT STORE (RSSS204),100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0
SDNE02957,SUSHIL HARDWARE & TOOLS (RSSS208),70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0
SDNE02966,D B HARDWARE STORES (RSSD087),20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE02982,KHAKHOLIA HARDWARE STORE (RSSK075),60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0
SDNE02987,CHETIA TRADERS,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE02989,LOHIT ENTERPRISE (RSSL043),20,0,20,300,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE02992,KAZIRANGA HARDWARE (RSSK089),20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE02995,BHAGWATI TRADING,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0
SDNE02999,SANGAM ENTERPRISE (RSSS123),30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03000,R.P. HARDWARE,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE03001,AGARWAL HARDWARE (OMPRAKASH) (RSSA247),30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03010,K.D STEEL,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03016,M.K .HARDWARE,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0
SDNE03017,MAHESWARI HARDWARE STORES (RSSM131),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE03022,B S STORES (RSSB089),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE03023,GOHAIN HARDWARE,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE03024,AKASH ENTERPRISE,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE03034,JAY SHREE TRADING CO.,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE03035,P.P ENTERPRISE,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE03038,PANKAJ STORES,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE03085,NAMRUP TRADERS,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03123,DUTTA HARDWARE (DEBABRATA) (RSSD119),30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03144,RUBUL HARDWARE,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03163,DILIP DEBNATH (RSSD146),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE03167,JOYRAM ENTERPRISE (SUKANTA) (RSSJ100),45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0
SDNE03171,KALPANA ENTERPRISE (RSSK118),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE03172,KHAGENDRA CHANDRA DAS (RSSK102),19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
SDNE03177,MINATI TRADING CO. (RSSM347),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE03178,BISWA RANJAN PAUL (RSSB208),35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0
SDNE03181,MALINA TRADERS (RSSM263),50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE03186,SHIBANANDA CEMENT CENTER (RSSS346),20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE03190,TRIPURA TRADE CENTRE (RSST055),5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
SDNE03215,CHAKRABORTY TRADERS (NIBEDITA) (RSSC043),45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0
SDNE03216,D.K ENTERPRISE (RSSD149),2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
SDNE03220,HIMANGSHU PAUL (RSSH055),35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0
SDNE03221,JOY GURU ENTERPRISE (DEBASHIS) (RSSJ105),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE03236,SOURIYA CEMENT MART (RSSS295),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03275,DEBNATH CARRYING CENTRE (RSSD116),15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE03280,SATYENDRA SARKAR (RSSS408),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE03286,SRIPARNA ENTERPRISE (RSSS337),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE03287,JOYGURU HARDWARE (NARESH) (RSSJ116),23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0
SDNE03301,BABA LOKNATH IRON STORE AND CEMENT HOUSE (RSSB209),8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
SDNE03378,SUBRATA DAS (RSSS338),50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE03380,SWARUPANANDA HARDWARE AND ELECTRICAL (RSSS384),25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE03526,DATTA HARDWARE (RSSD122),45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0
SDNE03541,BISWAS COLOUR & HARDWARE (RSSB232),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE03587,ADI SRIKRISHNA H/W,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE03592,M/S MAHENDRA CHANDRA DEB,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0
SDNE03607,SAHA VARIETIES,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0
SDNE03612,KAMALESWARI ENTERPRISE,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE03614,RAJA STORE,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE03617,SREE DURGA HARDWARE,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE03618,JABA HARDWARE,115,0,115,0,115,0,115,0,115,0,115,0,115,0,115,0,115,0,115,0,115,0,115,0
SDNE03620,SHEPRA HARDWARE ,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0
SDNE03638,RADHARAMAN STORES,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE03647,TINA ENTERPRISE,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0
SDNE03650,DEBNATH HARDWARE,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
SDNE03651,L.N.ENTERPRISE,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0
SDNE03652,NEW LAXMI BHANDER,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0
SDNE03663,MD RAJU MIAH,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE03665,GLOBAL TRADERS,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0
SDNE03668,IMDHADIYA HARDWARE,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
SDNE03670,KUSUM STORES,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0
SDNE03673,REXONA HARDWARES & VARITIES,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
SDNE03675,SIDDASBARI HARDWARE,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE03679,SHREE LAXMI HARDWARE,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
SDNE03682,DIPANKAR GHOSH,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
SDNE03686,PAL ENTERPRISE,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE03692,MAYA HARDWARE,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE03699,LOKNATH HARDWARE,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE03701,MINARA TRADERS,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0
SDNE03702,NIBASINI HARDWARE,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE03703,PURNIMA HARDWARE,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0
SDNE03707,LAXMI NARAYAN STORE,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0
SDNE03777,AZIZ HARDWARE (RSSA180),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE03789,B C TRADERS (RSSB134),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE03826,NEW SANTOSHIMAA ENTERPRISE (RSSN064),10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0
SDNE03828,S M HARDWARE (REJAUL) (RSSS277),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03829,STEEL TRADERS (RSSS198),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE03833,FASHION HARDWARE (RSSF016),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE03845,SANDHAYA TRADERS,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE03851,G R F HARDWARE (RSSG065),10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0
SDNE03870,CHOUDHURY HARDWARE (NAZIR) (RSSC036),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE03882,SRINATH ENTERPRISE (RSSS351),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03893,DILIP CHANDRA DEY (RSSD082),10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0
SDNE03894,DHAR ENTERPRISE (RSSD081),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03897,APURBA ENTERPRISE (RSSA218),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03900,SHIBRAJ TRADERS (RSSS304),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE03901,R C ENTERPRISE (RSSR105),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE03903,ABHINOY CHUTIA (RSSA188),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE03916,B TRADERS (RSSB255),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE03918,MAA DURGA TRADERS (RSSM217),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03919,PANDEY HARDWARE (RSSP053),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE03937,SANKARI ENTERPRISE (RSSS191),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE03944,MEHER TRADING (RSSM338),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03951,LASKAR TRADERS (AMIN) (RSSL071),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE03956,CEMENT CORNER (RSSC026),49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0,49.5,0
SDNE03957,AVIJIT ROY (RSSA147),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03959,SURESH CHANDRA PAUL (RSSS245),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03974,JOYGURU STORES (RSSJ119),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE03979,COnSUMER SERVICE CENTRE (RSSC022),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03985,BHARAT TRADERS (RSSB141),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03986,BHARAT STEEL (RSSB169),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE03997,RATNA HARDWARE (RSSR089),21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0,21.78,0
SDNE03998,RAJA DUMP (RSSR084),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04012,BISHOWARI CEMENT CENTRE (RSSB181),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04014,BHAI BHAI TRADERS (RSSB282),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04017,MOUSUMI ENTERPRISE (RSSM190),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04025,JYOTI ENTERPRISE (DIDHER) (RSSJ131),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04030,BARBHUIYA ENTERPRISE (RSSB105),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04031,ASSAM STEEL (RSSA213),44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0
SDNE04039,SANTOSHI HARDWARE (RSSS172),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04050,LOKENATH HARDWARE (RSSL042),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04051,HAJI HARDWARE (RSSH041),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04056,MAA LAXMI HARDWARE (BADRI) (RSSM218),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04060,BHAI BHAI HARDWARE (ABDUL) (RSSB140),27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0,27.72,0
SDNE04069,S A TRADERS (RSSS147),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04081,SHIVALAY TRADERS (RSSS362),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04087,JAGANNATH HARDWARE (RSSJ097),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04089,GREEN HARDWARE (RSSG076),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04100,MAA SARADA TRADING (RSSM340),25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0,25.245,0
SDNE04103,B M TRADRERS (RSSB136),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04111,A M HARDWARE (RSSA148),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE04192,NAJMUL HUSSAIN MAJHARBHUIYA,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04135,MAZARBHUIYA TRADING (RSSM394),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04136,N S TRADING (RSSN082),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04149,BARBHUIYA TRADERS (ZAKIR) (RSSB277),38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE04165,NATIONAL TRADERS (RSSN079),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04166,BAHARUL ISLAM MAZUMDER,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04173,ROYAL TRADING (RSSR194),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04185,MAZUMDER HARDWARE (RSSM220),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04188,KOHINOOR TRADERS (RSSK108),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04202,ASAN UDDIN (RSSA182),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04226,N S HARDWARE (RSSN061),5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE04227,PARBIN HARDWARE (RSSP083),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04249,JASMIN TRADERS (RSSJ039),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04250,LUCKY TRADERS (RSSL049),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04257,SHYAMAL KUMAR DEB (RSSS177),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04269,STAR HARDWARE (RSSS146),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04279,MUNNA HARDWARE (AZIR) (RSSM308),5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE04294,NANDITA TRADERS (RSSN078),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04305,DEB HARDWARE (DIPU) (RSSD068),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04315,N.H. HARDWARE (RSSN118),38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE04320,SAMS UDDIN MAZUMDER (RSSS286),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04326,RIYAJ BROTHERS (RSSR209),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04327,SHAW ENTERPRISE (RSSS278),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04334,ISLAM UDDIN (RSSI017),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04338,M H STORE (RSSM137),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04343,UJJALA HARDWARE (RSSU009),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04344,DUTTA HARDWARE (AJOY) (RSSD099),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04370,PRADIP PAUL (RSSP049),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04385,BARBHUIYA HARDWARE (RSSB138),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04391,MISBAUL HAQUE BARBHUIYA (RSSM189),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE04411,BISHAL HARDWARE (RSSB170),16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0,16.83,0
SDNE04422,C R DAS & SONS HARDWARE (RSSC046),11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0,11.385,0
SDNE04434,LALMOHAN TRADERS (RSSL025),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE04449,M R HARDWARE (RONIK) (RSSM138),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04456,JAMIA STORES (RSSJ118),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE04457,K D TRADING (RSSK093),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04465,NAG BROTHERS (RSSN103),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04467,NIDHU SEN (RSSN045),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE04472,RANJIT KUMAR BANIK (RSSR062),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE04479,ALTAF HUSSAIN BARBHUIYA (RSSA171),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE04487,RADHAKRISHNA TRADING (RSSR176),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04491,LASKAR TRADERS (ISLAM) (RSSL038),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE04494,DAS TRADERS (MIHIR) (RSSD133),38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE04498,RAJA TRADERS (RSSR191),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
